Sig Name,Drive F,Frame 64553,
Format,Mag,Scaling,EU

Hz,V
              6,     0.07049733
       6.001738,     0.07407851
       6.003574,     0.07333644
        6.00541,     0.07323533
       6.007207,     0.07337289
       6.009043,     0.07322571
       6.010879,     0.07318087
       6.012715,     0.07315406
       6.014551,      0.0730543
       6.016387,     0.07304123
       6.018223,     0.07291456
       6.020059,     0.07294417
       6.021855,     0.07279538
       6.023691,     0.07274066
       6.025527,     0.07280166
       6.027363,     0.07269582
       6.029199,     0.07263114
       6.031035,     0.07255498
       6.032871,     0.07251681
       6.034707,     0.07248178
       6.036504,     0.07238227
        6.03834,     0.07236445
       6.040176,      0.0722957
       6.042012,     0.07225782
       6.043848,     0.07221985
       6.045664,     0.07214011
         6.0475,     0.07211129
       6.049336,     0.07199036
       6.051172,     0.07194813
       6.053008,     0.07195421
       6.054844,     0.07193903
        6.05668,     0.07174671
       6.058516,     0.07174417
       6.060312,     0.07167621
       6.062149,     0.07162686
       6.063984,     0.07165142
        6.06582,      0.0715863
       6.067656,      0.0715467
       6.069492,     0.07139782
       6.071328,     0.07138532
       6.073164,     0.07135379
       6.074961,     0.07134609
       6.076797,     0.07127836
       6.078633,     0.07116708
       6.080469,     0.07116097
       6.082304,     0.07108964
       6.084141,     0.07102709
       6.085977,     0.07097825
       6.087812,     0.07088717
       6.089648,     0.07086539
       6.091445,     0.07077834
       6.093281,      0.0707933
       6.095117,     0.07075457
       6.096953,     0.07062069
       6.098789,     0.07062148
       6.100625,     0.07047277
       6.102461,     0.07044204
       6.104297,     0.07045175
       6.106094,     0.07034322
        6.10793,     0.07026979
       6.109766,     0.07026508
       6.111601,     0.07019512
       6.113438,     0.07010078
       6.115273,      0.0700613
       6.117109,     0.07008003
       6.118945,     0.06995864
       6.120742,     0.06988921
       6.122578,     0.06990242
       6.124414,     0.06979851
        6.12625,     0.06965622
       6.128086,     0.06978153
       6.129922,     0.06967218
       6.131758,     0.06956656
       6.133594,     0.06956697
        6.13541,     0.06949741
       6.137246,     0.06941006
       6.139082,     0.06943969
       6.140918,     0.06937467
       6.142754,     0.06925195
       6.144551,     0.06928358
       6.146387,     0.06919756
       6.148222,     0.06915454
       6.150059,     0.06906256
       6.151895,     0.06903964
        6.15373,     0.06900103
       6.155566,      0.0689332
       6.157403,     0.06886049
       6.159199,      0.0687984
       6.161035,     0.06877482
       6.162871,     0.06874683
       6.164707,     0.06863835
       6.166543,     0.06861442
       6.168379,     0.06858608
       6.170215,     0.06851347
       6.172051,     0.06848813
       6.173887,     0.06838302
       6.175683,     0.06840264
       6.177519,     0.06832395
       6.179356,      0.0682843
       6.181191,     0.06826597
       6.183027,     0.06815343
       6.184863,     0.06806909
       6.186699,     0.06812704
       6.188535,      0.0680311
       6.190332,     0.06790018
       6.192168,     0.06788564
       6.194004,     0.06786134
        6.19584,     0.06781292
       6.197676,     0.06771449
       6.199512,     0.06765583
       6.201348,      0.0676629
       6.203184,     0.06756627
       6.205019,     0.06745728
       6.206816,     0.06747119
       6.208652,     0.06748272
       6.210488,     0.06733391
       6.212324,     0.06731729
        6.21416,     0.06729598
       6.215996,     0.06718861
       6.217832,      0.0671203
       6.219668,     0.06717307
       6.221465,     0.06702495
       6.223301,     0.06695976
       6.225137,      0.0669473
       6.226973,     0.06687265
       6.228789,     0.06687022
       6.230625,     0.06679715
