Sig Name,Drive F,Frame 123421,
Format,Mag,Scaling,EU

Hz,V
       4.476602,     0.06381884
       4.478574,     0.06375601
       4.480527,     0.06364646
       4.482481,     0.06355522
       4.484434,     0.06346133
       4.486387,     0.06338795
        4.48834,     0.06334867
       4.490293,     0.06321529
       4.492246,     0.06314395
       4.494199,     0.06307359
       4.496152,     0.06294193
       4.498106,      0.0627002
       4.500059,     0.06267548
       4.502012,      0.0626976
       4.503965,     0.06266964
       4.505918,     0.06253967
       4.507871,     0.06238389
       4.509824,     0.06223333
       4.511777,     0.06233361
       4.513731,     0.06225683
       4.515684,     0.06204512
       4.517637,     0.06192066
        4.51959,     0.06185737
       4.521543,     0.06188989
       4.523496,     0.06179481
       4.525449,     0.06167986
       4.527402,     0.06159221
       4.529356,     0.06145101
       4.531309,     0.06142227
       4.533262,     0.06128377
       4.535205,       0.061147
       4.537158,     0.06105795
       4.539111,     0.06110537
       4.541064,     0.06107941
       4.543017,     0.06109142
       4.544971,     0.06102483
       4.546924,     0.06088472
       4.548877,     0.06070638
        4.55083,     0.06040564
       4.552783,     0.06030671
       4.554736,     0.06051578
       4.556709,     0.06045921
       4.558662,     0.06034262
       4.560615,     0.06032224
       4.562568,     0.06028026
       4.564521,     0.06005696
       4.566474,     0.05982159
       4.568428,     0.05974456
       4.570381,     0.05995849
       4.572334,     0.05995091
       4.574287,     0.05977546
        4.57624,     0.05963442
       4.578193,     0.05943007
       4.580146,     0.05930573
       4.582099,     0.05928829
       4.584053,     0.05938116
       4.586006,     0.05935367
       4.587959,     0.05916215
       4.589912,     0.05890868
       4.591865,     0.05876527
       4.593818,     0.05870744
       4.595771,     0.05874199
       4.597724,     0.05881388
       4.599678,     0.05867006
       4.601631,     0.05850885
       4.603574,     0.05837851
       4.605527,     0.05838495
       4.607481,      0.0585244
       4.609434,     0.05845679
       4.611387,     0.05820251
        4.61334,     0.05812655
       4.615293,     0.05812784
       4.617246,     0.05818703
       4.619199,     0.05806058
       4.621152,     0.05785615
       4.623106,     0.05765983
       4.625059,     0.05763568
       4.627012,     0.05763928
       4.628965,     0.05752087
       4.630918,     0.05738342
       4.632871,     0.05717584
       4.634824,     0.05710992
       4.636777,     0.05724227
        4.63875,     0.05719424
       4.640703,     0.05707372
       4.642656,     0.05688422
       4.644609,     0.05672111
       4.646563,     0.05687971
       4.648516,     0.05706191
       4.650469,     0.05712155
       4.652422,     0.05688149
       4.654375,     0.05652969
       4.656328,     0.05634789
       4.658281,     0.05649606
       4.660234,     0.05693131
       4.662188,     0.05737074
       4.664141,     0.05718014
       4.666094,     0.05616453
       4.668047,     0.05492535
           4.67,     0.05474549
       4.671953,     0.05644486
       4.673896,     0.05890745
       4.675849,     0.05925832
       4.677803,     0.05683583
       4.679756,     0.05342244
       4.681709,     0.05056759
       4.683662,     0.05298888
       4.685615,     0.06413596
       4.687568,     0.07345048
       4.689521,     0.07361983
       4.691474,     0.07158652
       4.693428,     0.07017487
       4.695186,     0.06932861
       4.697334,      0.0686983
       4.699287,     0.06832479
        4.70124,     0.06802285
       4.703193,      0.0677957
       4.705146,     0.06747515
       4.707099,     0.06717899
       4.709053,     0.06694688
       4.711006,       0.066863
       4.712959,      0.0667037
       4.714912,     0.06653248
       4.716885,     0.06645294
       4.718838,     0.06641266
       4.720791,     0.06627232
       4.722734,      0.0660928
       4.724688,     0.06599302
       4.726641,     0.06581356
       4.728594,     0.06580548
       4.730547,     0.06573623
         4.7325,     0.06555291
       4.734453,     0.06557979
       4.736406,     0.06551085
       4.738359,     0.06541151
       4.740313,     0.06525537
       4.742266,     0.06518204
       4.744219,     0.06511616
       4.746172,     0.06503049
       4.748125,     0.06504695
       4.750078,     0.06476108
       4.752031,      0.0646775
       4.753984,     0.06470333
       4.755938,     0.06473989
       4.757891,     0.06462173
       4.759844,     0.06435363
       4.761797,     0.06439618
        4.76375,      0.0643544
       4.765703,     0.06436828
       4.767656,     0.06425349
       4.769609,     0.06400671
       4.771563,     0.06406055
       4.773516,     0.06408136
       4.775469,     0.06397954
       4.777422,     0.06374138
       4.779385,     0.06371357
       4.781338,     0.06381378
       4.783291,      0.0635516
       4.785244,      0.0635044
       4.787197,     0.06345325
        4.78915,     0.06342836
       4.791103,     0.06326202
       4.793056,     0.06326248
        4.79501,     0.06331688
       4.796963,     0.06308629
       4.798916,     0.06300824
       4.800869,     0.06317343
       4.802822,     0.06303698
       4.804775,     0.06266985
       4.806728,     0.06292545
       4.808681,     0.06289846
       4.810635,     0.06273198
       4.812588,     0.06270258
       4.814541,     0.06268637
       4.816494,     0.06251238
       4.818447,     0.06247954
         4.8204,     0.06248441
       4.822353,     0.06240098
       4.824306,     0.06241691
        4.82626,     0.06221502
       4.828213,     0.06231833
       4.830166,     0.06214246
       4.832119,     0.06204741
       4.834082,     0.06211832
       4.836035,     0.06197222
       4.837988,     0.06184919
       4.839942,      0.0618022
       4.841895,     0.06183442
       4.843848,     0.06171656
       4.845801,     0.06175113
       4.847754,     0.06164215
       4.849707,     0.06160137
        4.85166,     0.06153253
       4.853613,     0.06145772
       4.855567,     0.06134351
        4.85752,     0.06134431
       4.859473,     0.06128001
       4.861426,      0.0612587
       4.863379,     0.06111193
       4.865332,     0.06120452
       4.867285,     0.06103229
       4.869238,     0.06105451
       4.871192,     0.06107303
       4.873145,      0.0608509
       4.875098,     0.06094771
       4.877051,     0.06079997
       4.879004,     0.06072897
       4.880957,     0.06080917
        4.88291,     0.06057218
       4.884863,     0.06061216
       4.886817,     0.06063014
        4.88877,     0.06042476
       4.890723,     0.06054237
       4.892685,     0.06042118
       4.894639,     0.06026803
       4.896592,     0.06033318
       4.898545,     0.06021365
       4.900498,     0.06017732
       4.902451,     0.06013922
       4.904404,     0.06003034
       4.906357,     0.06012731
        4.90831,     0.05992809
       4.910264,     0.05998188
       4.912217,     0.05990868
        4.91417,     0.05975447
       4.916123,     0.05984081
       4.918076,     0.05966102
       4.920029,     0.05969232
       4.921982,     0.05961219
       4.923935,     0.05955077
       4.925889,     0.05948132
       4.927842,     0.05953884
       4.929795,     0.05939924
       4.931748,     0.05943534
       4.933701,     0.05930774
       4.935654,      0.0592622
       4.937607,     0.05920896
        4.93956,     0.05910107
       4.941514,     0.05919157
       4.943467,     0.05904741
        4.94542,     0.05908096
       4.947373,     0.05898445
       4.949326,      0.0590197
        4.95127,     0.05884217
