Sig Name,Drive F,Frame 103158,
Format,Mag,Scaling,EU

Hz,V
       6.001699,     0.01831681
       6.003535,     0.01824423
       6.005371,     0.01819445
       6.007168,     0.01818787
       6.009004,      0.0182258
        6.01084,     0.01820395
       6.012676,     0.01818614
       6.014512,     0.01818123
       6.016348,     0.01815955
       6.018184,     0.01812139
        6.02002,     0.01810287
       6.021816,     0.01809587
       6.023653,     0.01814649
       6.025488,     0.01808573
       6.027324,     0.01803846
        6.02916,     0.01802339
       6.030996,      0.0180328
       6.032832,     0.01801271
       6.034668,     0.01801524
       6.036465,     0.01803086
       6.038301,     0.01801177
       6.040137,     0.01795493
       6.041973,     0.01790002
       6.043808,     0.01792412
       6.045645,     0.01795537
       6.047461,     0.01791171
       6.049297,     0.01787396
       6.051133,     0.01786117
       6.052969,     0.01788484
       6.054805,     0.01788983
       6.056641,     0.01784665
       6.058476,      0.0177948
       6.060274,      0.0177893
       6.062109,      0.0178122
       6.063945,     0.01785301
       6.065781,     0.01778148
       6.067617,     0.01769353
       6.069453,     0.01774431
       6.071289,     0.01779177
       6.073125,      0.0177116
       6.074922,     0.01762416
       6.076758,     0.01766817
       6.078594,     0.01770455
        6.08043,     0.01764033
       6.082266,     0.01764208
       6.084102,     0.01767303
       6.085938,     0.01763098
       6.087773,     0.01754838
        6.08961,     0.01760679
       6.091406,      0.0176037
       6.093242,     0.01753681
       6.095078,     0.01747373
       6.096914,     0.01756008
        6.09875,     0.01757355
       6.100586,     0.01752343
       6.102422,     0.01748326
       6.104258,     0.01749805
       6.106055,     0.01747105
       6.107891,     0.01746713
       6.109726,     0.01742561
       6.111563,     0.01740871
       6.113399,     0.01745952
       6.115234,      0.0174278
        6.11707,     0.01734556
       6.118906,     0.01732192
       6.120742,     0.01741605
       6.122539,     0.01732561
       6.124375,     0.01725694
       6.126211,     0.01731747
       6.128047,     0.01736131
       6.129883,     0.01733051
       6.131719,     0.01723782
       6.133555,     0.01715481
       6.135391,     0.01728285
       6.137187,     0.01729939
       6.139043,     0.01720848
       6.140879,     0.01712631
       6.142715,     0.01710556
       6.144512,     0.01722021
       6.146348,     0.01725949
       6.148184,     0.01709602
        6.15002,     0.01700218
       6.151855,     0.01709668
       6.153691,     0.01715582
       6.155528,     0.01712145
       6.157363,     0.01701912
       6.159199,     0.01699106
       6.160996,      0.0170129
       6.162832,     0.01706882
       6.164668,     0.01705197
       6.166504,     0.01702084
        6.16834,     0.01695901
       6.170176,     0.01693602
       6.172012,     0.01691241
       6.173848,     0.01693519
       6.175644,     0.01693994
       6.177481,     0.01688324
       6.179317,     0.01683996
       6.181152,     0.01685237
       6.182988,     0.01689562
       6.184824,     0.01690056
        6.18666,     0.01683415
       6.188496,     0.01680435
       6.190293,     0.01681043
       6.192129,     0.01687501
       6.193965,     0.01682475
       6.195801,     0.01672555
       6.197637,     0.01663511
       6.199473,     0.01671673
       6.201309,     0.01675328
       6.203145,     0.01672815
        6.20498,     0.01666459
       6.206778,     0.01662211
       6.208613,     0.01661463
       6.210449,      0.0166291
       6.212285,     0.01663626
       6.214121,     0.01661573
       6.215957,     0.01658191
       6.217793,     0.01653858
       6.219629,     0.01659571
       6.221426,     0.01657475
       6.223262,     0.01655341
       6.225098,     0.01648426
       6.226933,     0.01641174
        6.22877,     0.01644515
       6.230606,     0.01652673
       6.232422,      0.0164982
       6.234258,     0.01644199
       6.236094,     0.01635636
        6.23793,     0.01632646
       6.239766,     0.01638544
       6.241601,     0.01641151
       6.243437,     0.01634961
       6.245234,      0.0163277
        6.24707,     0.01633706
       6.248906,     0.01623819
       6.250742,      0.0162795
       6.252578,     0.01634912
       6.254414,     0.01628909
        6.25625,     0.01619827
       6.258086,     0.01622735
       6.259883,     0.01626036
       6.261719,     0.01619409
       6.263555,     0.01615272
       6.265391,     0.01615857
       6.267227,     0.01618511
       6.269063,     0.01614807
       6.270898,      0.0161375
       6.272734,     0.01609395
       6.274531,     0.01609197
       6.276367,      0.0160662
       6.278203,     0.01599572
       6.280039,     0.01601563
       6.281875,     0.01602398
       6.283711,     0.01605419
       6.285547,      0.0159811
       6.287383,     0.01591116
       6.289219,     0.01593083
       6.291016,     0.01594043
       6.292851,     0.01596954
       6.294688,     0.01596122
       6.296524,      0.0159118
       6.298359,     0.01586617
       6.300195,     0.01581158
       6.302031,     0.01581801
       6.303867,     0.01581896
       6.305664,     0.01581803
         6.3075,     0.01579062
       6.309336,     0.01576228
       6.311172,     0.01572256
       6.313008,     0.01569822
       6.314844,     0.01575264
       6.316679,     0.01577227
       6.318516,     0.01574496
       6.320352,     0.01567375
       6.322148,     0.01564669
       6.323985,     0.01558438
        6.32582,     0.01558518
       6.327676,     0.01558354
       6.329473,     0.01559706
       6.331309,      0.0156049
       6.333145,     0.01558443
        6.33498,     0.01555833
       6.336816,     0.01549795
       6.338652,     0.01542826
       6.340488,     0.01544518
       6.342324,     0.01546335
       6.344121,     0.01544726
       6.345957,     0.01542867
       6.347793,     0.01544645
       6.349629,     0.01541139
       6.351465,     0.01538382
       6.353301,     0.01535907
       6.355137,     0.01530091
       6.356973,     0.01530661
       6.358809,     0.01527826
       6.360606,     0.01528604
       6.362442,      0.0153043
       6.364277,     0.01533414
       6.366113,     0.01526654
       6.367949,     0.01519584
       6.369785,     0.01511749
       6.371621,     0.01511522
       6.373457,     0.01517304
       6.375254,      0.0151569
        6.37709,     0.01513904
       6.378926,     0.01513292
       6.380762,     0.01504148
       6.382597,     0.01500381
       6.384434,     0.01496809
        6.38627,     0.01500052
       6.388105,     0.01504222
       6.389903,     0.01502195
       6.391738,     0.01499026
       6.393574,     0.01494467
        6.39541,     0.01488211
       6.397246,     0.01482906
       6.399082,     0.01492528
       6.400918,      0.0148849
       6.402754,     0.01488829
        6.40459,     0.01480812
       6.406387,     0.01476922
       6.408223,     0.01473129
       6.410058,     0.01467475
       6.411894,      0.0146673
       6.413731,     0.01470221
       6.415566,     0.01476992
       6.417402,     0.01472868
       6.419238,     0.01466339
       6.421035,     0.01462317
       6.422871,     0.01456913
       6.424707,     0.01451675
       6.426562,     0.01454184
        6.42836,     0.01453614
       6.430195,     0.01455169
       6.432031,     0.01451838
       6.433867,     0.01445406
       6.435703,     0.01444992
       6.437539,     0.01443772
       6.439375,      0.0144033
       6.441211,     0.01439777
       6.443047,     0.01434465
       6.444844,       0.014339
        6.44668,     0.01428966
       6.448515,     0.01429554
       6.450352,     0.01428453
       6.452188,     0.01425019
       6.454023,     0.01420141
       6.455859,     0.01420055
       6.457695,     0.01417531
       6.459492,     0.01414785
       6.461328,     0.01414776
       6.463164,     0.01412461
          6.465,     0.01409157
       6.466836,     0.01407124
       6.468672,     0.01401221
       6.470508,     0.01399594
       6.472344,     0.01400151
       6.474141,     0.01401076
       6.475976,     0.01394787
       6.477812,     0.01394063
       6.479649,     0.01392857
       6.481484,     0.01392079
        6.48332,     0.01387945
       6.485156,     0.01385028
       6.486992,     0.01380515
       6.488828,     0.01375671
       6.490625,     0.01373014
       6.492461,     0.01377712
       6.494297,     0.01374332
       6.496133,      0.0137046
       6.497969,     0.01365419
       6.499804,     0.01361701
       6.501641,     0.01359955
       6.503477,     0.01364307
       6.505273,     0.01361694
       6.507109,     0.01357448
       6.508945,      0.0134913
       6.510781,      0.0134769
       6.512617,     0.01342317
       6.514453,     0.01341842
       6.516289,     0.01342343
       6.518125,     0.01340269
       6.519961,     0.01342474
       6.521758,     0.01346139
       6.523594,     0.01342393
        6.52543,     0.01337559
       6.527266,      0.0133123
       6.529082,     0.01324275
       6.530918,     0.01321454
       6.532754,      0.0131614
        6.53459,     0.01310765
       6.536426,       0.013043
       6.538262,     0.01312458
       6.540098,     0.01309017
       6.541934,     0.01310167
        6.54373,     0.01308864
       6.545567,     0.01307208
       6.547402,     0.01301382
       6.549238,     0.01304891
       6.551074,     0.01290426
        6.55291,     0.01287032
       6.554746,     0.01285253
       6.556582,      0.0128495
       6.558418,     0.01284212
       6.560215,     0.01285368
       6.562051,     0.01283204
       6.563887,     0.01280478
       6.565722,     0.01279497
       6.567559,     0.01276282
       6.569395,     0.01275604
        6.57123,     0.01266698
       6.573066,     0.01262099
       6.574863,      0.0126451
       6.576699,     0.01260764
       6.578535,     0.01259154
       6.580371,     0.01257338
       6.582207,     0.01258385
       6.584043,     0.01254163
       6.585879,     0.01249796
       6.587715,     0.01243063
       6.589512,     0.01237248
       6.591348,     0.01235453
       6.593184,     0.01237355
       6.595019,      0.0123722
       6.596856,     0.01239508
       6.598691,     0.01240561
       6.600527,     0.01243299
       6.602363,     0.01237505
       6.604199,     0.01227591
       6.605996,     0.01222303
