Sig Name,Drive F,Frame 123421,
Format,Mag,Scaling,EU

Hz,V
       4.480527,      0.1291458
       4.482481,      0.1289377
       4.484434,      0.1289642
       4.486387,       0.128869
        4.48834,      0.1285682
       4.490293,      0.1284341
       4.492246,      0.1284072
       4.494199,      0.1282613
       4.496152,       0.127825
       4.498106,      0.1278584
       4.500059,      0.1277782
       4.502012,      0.1274046
       4.503965,      0.1274159
       4.505918,      0.1274444
       4.507871,      0.1272774
       4.509824,      0.1269308
       4.511777,      0.1267912
       4.513731,      0.1267257
       4.515684,      0.1265992
       4.517637,      0.1262701
        4.51959,      0.1261248
       4.521543,       0.126174
       4.523496,      0.1259125
       4.525449,      0.1256445
       4.527402,      0.1254899
       4.529356,      0.1254526
       4.531309,      0.1253632
       4.533262,      0.1251394
       4.535205,      0.1248863
       4.537158,      0.1249025
       4.539111,      0.1246549
       4.541064,      0.1244045
       4.543017,      0.1242884
       4.544971,       0.124365
       4.546924,      0.1242208
       4.548877,      0.1238678
        4.55083,      0.1239229
       4.552783,        0.12387
       4.554736,      0.1234807
       4.556709,      0.1233349
       4.558662,      0.1235897
       4.560615,      0.1232807
       4.562568,      0.1228548
       4.564521,      0.1228347
       4.566474,      0.1227989
       4.568428,      0.1224427
       4.570381,      0.1223969
       4.572334,      0.1225006
       4.574287,      0.1221447
        4.57624,      0.1217309
       4.578193,      0.1216496
       4.580146,      0.1215999
       4.582099,      0.1208291
       4.584053,      0.1212649
       4.586006,      0.1211982
       4.587959,      0.1209444
       4.589912,      0.1207784
       4.591865,      0.1206914
       4.593818,      0.1204923
       4.595771,       0.120208
       4.597724,      0.1201993
       4.599678,      0.1202478
       4.601631,      0.1203562
       4.603574,      0.1199549
       4.605527,      0.1196945
       4.607481,      0.1198573
       4.609434,      0.1197965
       4.611387,      0.1192912
        4.61334,      0.1191887
       4.615293,      0.1191604
       4.617246,      0.1192772
       4.619199,      0.1190811
       4.621152,      0.1187581
       4.623106,       0.118418
       4.625059,      0.1183408
       4.627012,      0.1186961
       4.628965,      0.1183493
       4.630918,      0.1182508
       4.632871,      0.1182301
       4.634824,        0.11805
       4.636777,      0.1179888
        4.63875,      0.1179524
       4.640703,      0.1176807
       4.642656,      0.1175458
       4.644609,       0.117186
       4.646563,      0.1170134
       4.648516,      0.1172196
       4.650469,      0.1170492
       4.652422,      0.1166088
       4.654375,      0.1163376
       4.656328,       0.116404
       4.658281,      0.1165177
       4.660234,      0.1161378
       4.662188,      0.1159616
       4.664141,      0.1158693
       4.666094,      0.1158897
       4.668047,      0.1151755
           4.67,      0.1146098
       4.671953,      0.1146672
       4.673896,      0.1144574
       4.675849,      0.1147499
       4.677803,      0.1146564
       4.679756,      0.1144842
       4.681709,      0.1140745
       4.683662,      0.1139994
       4.685615,      0.1142465
       4.687568,      0.1141952
       4.689521,      0.1138565
       4.691474,      0.1137597
       4.693428,       0.113667
       4.695186,      0.1134606
       4.697334,        0.11385
       4.699287,      0.1135538
        4.70124,      0.1138192
       4.703193,      0.1136832
       4.705146,      0.1133261
       4.707099,      0.1131329
       4.709053,      0.1130516
       4.711006,       0.113071
       4.712959,      0.1128755
       4.714912,       0.112615
       4.716885,      0.1123392
       4.718838,       0.112432
       4.720791,      0.1125906
       4.722734,       0.112514
       4.724688,      0.1121784
       4.726641,      0.1118519
       4.728594,       0.111902
       4.730547,      0.1121063
         4.7325,      0.1115859
       4.734453,      0.1109163
       4.736406,       0.110795
       4.738359,       0.110665
       4.740313,      0.1105659
       4.742266,      0.1100537
       4.744219,      0.1100852
       4.746172,      0.1100764
       4.748125,      0.1100657
       4.750078,      0.1098841
       4.752031,      0.1098418
       4.753984,      0.1098006
       4.755938,      0.1097702
       4.757891,      0.1093789
       4.759844,      0.1096754
       4.761797,      0.1096591
        4.76375,      0.1097648
       4.765703,       0.109449
       4.767656,      0.1091309
       4.769609,      0.1088251
       4.771563,      0.1090087
       4.773516,      0.1089706
       4.775469,      0.1088329
       4.777422,      0.1088175
       4.779385,      0.1086508
       4.781338,      0.1088909
       4.783291,       0.108675
       4.785244,      0.1088214
       4.787197,      0.1090804
        4.78915,      0.1090372
       4.791103,      0.1085761
       4.793056,      0.1080609
        4.79501,      0.1085449
       4.796963,      0.1087968
       4.798916,      0.1085332
       4.800869,      0.1058102
       4.802822,      0.1036981
       4.804775,      0.1097816
       4.806728,       0.128657
       4.808681,      0.1350653
       4.810635,      0.1309698
       4.812588,      0.1282939
       4.814541,      0.1266692
       4.816494,      0.1257394
       4.818447,      0.1252747
         4.8204,        0.12475
       4.822353,      0.1242114
       4.824306,       0.123796
        4.82626,      0.1234628
       4.828213,      0.1231487
       4.830166,      0.1229908
       4.832119,      0.1228946
       4.834082,      0.1227976
       4.836035,      0.1223718
       4.837988,      0.1223114
       4.839942,      0.1221662
       4.841895,      0.1222028
       4.843848,      0.1218572
       4.845801,      0.1214386
       4.847754,      0.1212153
       4.849707,      0.1212218
        4.85166,      0.1212966
       4.853613,      0.1208094
       4.855567,      0.1209641
        4.85752,      0.1208466
       4.859473,      0.1208387
       4.861426,      0.1206301
       4.863379,        0.12037
       4.865332,      0.1202365
       4.867285,      0.1192424
       4.869238,      0.1194348
       4.871192,      0.1191654
       4.873145,      0.1193684
       4.875098,      0.1198213
       4.877051,      0.1196181
       4.879004,       0.119385
       4.880957,      0.1197569
        4.88291,       0.119539
       4.884863,      0.1188725
       4.886817,      0.1188059
        4.88877,      0.1187576
       4.890723,      0.1180137
       4.892685,      0.1184729
       4.894639,      0.1183352
       4.896592,       0.118372
       4.898545,       0.118113
       4.900498,      0.1182163
       4.902451,      0.1180014
       4.904404,      0.1177803
       4.906357,      0.1178065
        4.90831,      0.1172479
       4.910264,      0.1175329
       4.912217,       0.117421
        4.91417,      0.1173301
       4.916123,      0.1172191
       4.918076,      0.1170826
       4.920029,      0.1173373
       4.921982,      0.1173082
       4.923935,      0.1170908
       4.925889,      0.1167525
       4.927842,      0.1166412
       4.929795,      0.1166557
       4.931748,      0.1166414
       4.933701,      0.1164074
       4.935654,      0.1162499
       4.937607,      0.1156115
        4.93956,      0.1153016
       4.941514,      0.1148843
       4.943467,      0.1150836
        4.94542,      0.1148822
       4.947373,      0.1149698
       4.949326,      0.1154124
        4.95127,      0.1153732
       4.953223,      0.1153396
       4.955176,      0.1152646
       4.957129,      0.1151346
       4.959102,      0.1149642
       4.961055,      0.1149498
       4.963008,      0.1142548
       4.964961,      0.1139886
       4.966914,      0.1150073
       4.968867,      0.1145313
        4.97082,      0.1146415
       4.972774,      0.1143539
       4.974727,      0.1141839
        4.97668,      0.1137136
       4.978633,      0.1136709
       4.980586,      0.1136391
       4.982539,      0.1138977
       4.984492,      0.1140555
       4.986445,      0.1137644
       4.988399,      0.1138045
       4.990352,      0.1137799
       4.992305,      0.1136067
       4.994258,      0.1137379
       4.996211,      0.1134536
       4.998164,      0.1136185
       5.000117,      0.1131691
        5.00207,      0.1131735
       5.004024,      0.1130947
       5.005977,      0.1132879
        5.00793,      0.1128438
       5.009883,      0.1132194
       5.011826,      0.1133373
       5.013779,      0.1129765
       5.015732,      0.1130361
       5.017685,      0.1127881
       5.019639,      0.1125374
       5.021592,      0.1126639
       5.023545,      0.1125933
       5.025498,      0.1125697
       5.027451,      0.1123349
       5.029404,      0.1122215
       5.031357,       0.112039
        5.03331,      0.1120651
       5.035264,      0.1120183
       5.037236,      0.1118733
       5.039189,      0.1116149
       5.041142,      0.1114749
       5.043096,      0.1114495
       5.045049,      0.1112197
       5.047002,      0.1109549
       5.048955,      0.1113361
       5.050908,      0.1108821
       5.052861,      0.1110177
       5.054814,      0.1110977
       5.056767,      0.1108514
       5.058721,      0.1108205
       5.060674,      0.1108233
       5.062627,      0.1106056
        5.06458,      0.1105728
       5.066533,      0.1105308
       5.068486,      0.1103559
       5.070439,      0.1105306
       5.072392,      0.1103253
       5.074336,      0.1101139
       5.076289,      0.1094133
       5.078242,      0.1096003
       5.080195,      0.1094825
       5.082149,      0.1091895
       5.084102,      0.1094101
       5.086055,      0.1081919
       5.088008,       0.108425
       5.089961,      0.1094179
       5.091914,      0.1092021
       5.093867,      0.1092232
        5.09582,      0.1090527
       5.097774,      0.1090764
       5.099727,      0.1090908
        5.10168,      0.1089473
       5.103633,      0.1083851
       5.105586,      0.1076142
       5.107539,      0.1073153
       5.109492,      0.1081541
       5.111445,       0.108042
       5.113399,      0.1079362
       5.115352,      0.1077187
       5.117305,      0.1076333
       5.119277,      0.1073891
       5.121231,      0.1075321
       5.123184,      0.1066035
       5.125137,      0.1077384
        5.12709,       0.107814
       5.129043,      0.1076974
       5.130996,      0.1075875
       5.132949,      0.1075603
       5.134902,       0.107506
       5.136846,      0.1075334
       5.138799,      0.1076429
       5.140752,      0.1073185
       5.142705,      0.1074334
       5.144658,      0.1071801
       5.146611,      0.1071951
       5.148564,      0.1071587
       5.150517,      0.1069139
