Group Signal ,Ctrl F,Frame 51752,
Format,Mag,Scaling,EU
Signals,Ref,Alarm-,Alarm+,Abort-,Abort+

Hz,g,g,g,g,g

              5,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.001831,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.003663,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.005494,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.007325,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.009156,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.010988,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.012819,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.01465,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.016481,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.018313,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.020144,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.021976,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.023807,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.025638,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.027469,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.029301,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.031132,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.032963,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.034794,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.036625,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.038457,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.040288,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.04212,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.043951,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.045782,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.047613,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.049445,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.051276,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.053107,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.054938,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.05677,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.058601,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.060432,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.062263,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.064095,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.065926,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.067757,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.069589,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.07142,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.073251,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.075082,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.076914,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.078745,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.080576,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.082407,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.084239,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.08607,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.087902,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.089733,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.091564,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.093395,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.095226,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.097058,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.098889,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.10072,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.102551,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.104383,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.106214,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.108046,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.109877,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.111708,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.113539,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.115371,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.117202,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.119033,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.120864,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.122695,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.124527,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.126358,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.12819,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.130021,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.131852,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.133683,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.135515,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.137346,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.139177,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.141008,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.14284,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.144671,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.146502,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.148334,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.150165,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.151996,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.153827,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.155659,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.15749,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.159321,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.161152,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.162984,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.164815,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.166646,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.168478,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.170309,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.17214,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.173972,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.175803,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.177634,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.179465,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.181296,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.183128,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.184959,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.18679,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.188622,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.190453,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.192284,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.194116,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.195947,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.197778,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.199609,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.201441,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.203272,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.205103,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.206934,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.208766,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.210597,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.212428,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.21426,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.216091,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.217922,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.219753,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.221585,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.223416,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.225247,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.227078,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.22891,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.230741,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.232573,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.234404,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.236235,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.238066,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.239897,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.241729,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.24356,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.245391,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.247222,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.249054,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.250885,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.252717,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.254548,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.256379,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
        5.25821,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.260042,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.261873,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.263704,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.265535,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.267366,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.269198,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.271029,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.272861,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.274692,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.276523,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
       5.278354,            0.1,     0.07079458,      0.1412538,     0.05011873,      0.1995262
