Group Signal ,Sx,Frame 123421,
Format,Mag/Phase,Scaling,EU
       4.164082,     0.05003512,              0,       139.6021,      -104.4822
       4.166035,      0.0499695,              0,        135.968,      -108.9363
       4.167979,     0.04976526,              0,       130.4101,      -103.6158
       4.169932,     0.05011958,              0,        148.113,       -104.712
       4.171885,     0.05007118,              0,       138.4942,      -111.7512
       4.173838,     0.04969036,              0,       126.5753,      -104.7842
       4.175791,       0.050091,              0,       147.5357,      -102.7926
       4.177744,     0.05008916,              0,       142.5936,      -110.2456
       4.179698,     0.04977366,              0,       129.3838,      -106.4501
       4.181651,     0.04994133,              0,       144.6355,      -102.5332
       4.183604,     0.05014583,              0,       150.2135,      -107.5765
       4.185557,     0.04987328,              0,       137.2946,      -108.4261
        4.18751,     0.04988243,              0,       141.8735,       -103.078
       4.189463,      0.0501179,              0,       152.7409,      -106.7554
       4.191416,     0.04995442,              0,       142.1709,      -108.8272
       4.193369,     0.04985366,              0,       142.2734,      -105.4828
       4.195323,     0.04998731,              0,       151.2094,      -105.0461
       4.197276,     0.05004043,              0,       151.2599,       -109.081
       4.199229,     0.04989368,              0,       143.2695,      -107.1379
       4.201182,     0.04991998,              0,       149.4912,      -104.5125
       4.203135,     0.05007662,              0,       155.3662,      -107.7296
       4.205088,     0.04993404,              0,       147.2933,      -109.4916
       4.207041,     0.04988773,              0,       147.5962,      -106.4859
       4.208994,     0.04998535,              0,       154.6275,      -105.1097
       4.210948,     0.04996934,              0,       153.8541,      -108.2857
       4.212901,     0.04988675,              0,       150.2844,      -106.6649
       4.214854,     0.05002309,              0,       157.5623,       -106.061
       4.216807,     0.04998507,              0,       154.7704,      -108.3539
        4.21876,     0.04984486,              0,        150.293,      -105.2805
       4.220713,     0.05001148,              0,       160.7227,      -104.9636
       4.222666,     0.05002351,              0,       160.1028,      -108.1992
       4.224629,     0.04987435,              0,       153.7857,       -105.687
       4.226582,     0.04997827,              0,       162.6848,      -104.8503
       4.228535,     0.05007335,              0,       165.2242,      -108.4868
       4.230488,     0.04992803,              0,        156.485,      -109.0664
       4.232441,     0.04983644,              0,       156.3085,      -104.3039
       4.234395,     0.05005863,              0,       169.1268,      -105.0457
       4.236348,      0.0500381,              0,       167.1556,       -110.139
       4.238301,     0.04981116,              0,       155.2723,      -106.9127
       4.240254,     0.04990664,              0,       167.4699,      -103.3759
       4.242207,     0.05015614,              0,        177.183,      -107.6346
        4.24416,     0.04989096,              0,       164.2105,      -109.7947
       4.246113,     0.04978664,              0,       163.8339,      -104.3255
       4.248066,     0.05009482,              0,       177.8488,      -105.5386
        4.25002,     0.04999638,              0,       172.2876,      -109.4795
       4.251973,     0.04991252,              0,       164.8242,       -106.443
       4.253926,     0.04988319,              0,       172.2143,      -103.0464
       4.255879,     0.05013658,              0,       181.4167,      -106.9759
       4.257832,     0.04994883,              0,       171.3951,      -109.2356
       4.259785,     0.04987714,              0,       169.1546,      -105.2052
       4.261738,     0.04991902,              0,       177.9452,      -104.1043
       4.263691,     0.05006058,              0,       183.0251,      -106.4424
       4.265645,     0.05000747,              0,       177.6638,      -109.1301
       4.267598,     0.04979444,              0,       170.9996,      -106.0533
       4.269551,     0.04999872,              0,       184.4041,      -104.5013
       4.271504,     0.05007611,              0,       188.8635,      -108.6522
       4.273457,      0.0499802,              0,       178.3613,      -110.4198
        4.27541,     0.04979638,              0,       175.4755,      -105.8718
       4.277363,     0.04995771,              0,       187.1532,      -104.0307
       4.279316,     0.05012107,              0,       192.1065,       -107.692
        4.28127,     0.04992205,              0,       182.8098,      -109.2288
       4.283232,     0.04985777,              0,       181.8382,      -106.1028
       4.285185,     0.04999158,              0,       192.8793,      -105.4594
       4.287138,     0.05006237,              0,       193.3001,      -108.7697
       4.289092,     0.04990693,              0,       185.8517,      -108.5159
       4.291045,     0.04988939,              0,        188.008,       -106.863
       4.292998,     0.04999999,              0,       193.7718,       -106.107
       4.294951,     0.04998533,              0,       194.9737,      -107.2661
       4.296904,     0.04993904,              0,       193.7701,      -107.2887
       4.298857,     0.04994709,              0,       194.9806,      -107.1797
        4.30081,     0.04994375,              0,       196.6702,      -107.1195
       4.302763,     0.04998762,              0,       198.4944,      -107.0006
       4.304717,      0.0499895,              0,       200.2868,      -107.4684
        4.30667,     0.05002295,              0,       200.7126,      -107.7918
       4.308623,     0.04993517,              0,       198.1064,      -107.7113
       4.310576,     0.04992467,              0,       199.7004,      -106.6457
       4.312529,     0.04993517,              0,       202.4059,      -105.8481
       4.314482,     0.05001009,              0,       209.1449,      -106.9445
       4.316435,     0.05003704,              0,       207.3868,      -108.0543
       4.318388,     0.04990273,              0,       203.8574,       -107.794
       4.320342,     0.04990983,              0,       206.7206,      -106.1068
       4.322295,     0.04999075,              0,       213.0503,      -106.5564
       4.324248,     0.05001188,              0,       214.8118,      -108.4069
       4.326201,     0.04998626,              0,        210.168,      -109.3165
       4.328154,     0.04984996,              0,       211.0352,       -108.336
       4.330107,     0.04997617,              0,       218.9971,       -108.605
        4.33206,     0.04996054,              0,         220.45,      -109.3136
       4.334013,     0.04992207,              0,       219.1625,      -108.8155
       4.335967,     0.04996934,              0,       220.0776,       -108.437
        4.33792,     0.04995362,              0,       221.7315,      -108.1035
       4.339873,     0.04989744,              0,       220.9177,      -107.4807
       4.341826,     0.04995987,              0,       228.0293,      -107.1879
       4.343789,     0.04998443,              0,       229.0484,      -109.2268
       4.345742,     0.04998466,              0,       226.4859,      -109.3323
       4.347695,     0.04992718,              0,       225.5141,      -108.1281
       4.349648,     0.05000662,              0,       231.1845,      -108.0011
       4.351602,     0.04998354,              0,       232.5982,      -108.4249
       4.353555,     0.04991889,              0,       231.5788,      -108.0059
       4.355508,     0.04999144,              0,       234.3144,      -107.2944
       4.357461,     0.04993818,              0,       236.1865,      -107.5268
       4.359414,      0.0500445,              0,       239.0326,      -108.2556
       4.361367,     0.04991024,              0,       236.7868,      -108.6206
        4.36332,     0.04992181,              0,       238.4464,      -107.3291
       4.365273,      0.0499427,              0,       243.8642,      -106.9093
       4.367227,     0.05001216,              0,       246.6891,       -108.186
        4.36918,     0.04994148,              0,       245.0058,      -108.8553
       4.371133,      0.0499144,              0,        244.315,       -107.844
       4.373086,     0.04993171,              0,        250.064,      -107.3374
       4.375039,     0.05000933,              0,       255.0062,      -108.3123
       4.376992,     0.05003176,              0,       254.2762,      -110.0876
       4.378945,     0.04992636,              0,       250.6091,      -109.4806
       4.380898,     0.04991507,              0,       252.5527,      -107.6748
       4.382852,     0.04997267,              0,       257.1401,      -107.7242
       4.384805,     0.05000751,              0,        260.213,      -108.0958
       4.386758,     0.04998768,              0,       261.7335,      -108.7833
       4.388711,     0.04995307,              0,       259.0028,       -108.817
       4.390664,      0.0498624,              0,       258.5606,      -107.5147
       4.392617,     0.04995046,              0,       266.1704,      -106.8889
        4.39457,     0.05000246,              0,       270.2061,      -107.6267
       4.396523,     0.05003146,              0,       272.0909,       -109.146
       4.398477,     0.04994639,              0,       270.6582,      -109.4263
        4.40043,      0.0500052,              0,       273.1722,      -108.9398
       4.402383,     0.04996591,              0,       272.9706,      -109.1458
       4.404336,     0.04991444,              0,        274.951,      -108.9176
       4.406299,     0.04995573,              0,       276.8905,      -108.4329
       4.408252,     0.04990708,              0,       279.2266,      -108.6645
       4.410205,     0.05002471,              0,        284.525,      -108.5149
       4.412158,     0.04997831,              0,       285.4168,      -110.0874
       4.414111,      0.0498812,              0,       281.7404,      -109.1407
       4.416064,     0.04994788,              0,       287.0977,      -107.9514
       4.418017,      0.0500213,              0,       291.5932,      -109.0732
       4.419971,     0.04992921,              0,       288.1636,      -109.5508
       4.421924,       0.049942,              0,       289.7638,      -108.8256
       4.423877,     0.04995893,              0,       293.7232,       -108.771
        4.42583,     0.04995834,              0,         295.15,      -109.0305
       4.427783,     0.04995137,              0,       293.9413,      -108.5728
       4.429736,      0.0498681,              0,       296.1784,      -107.9285
       4.431689,     0.04999284,              0,       303.7255,      -107.5365
       4.433642,     0.05003459,              0,       307.8754,      -108.8542
       4.435596,      0.0500413,              0,       309.3423,      -110.4315
       4.437549,     0.04993072,              0,       304.0633,      -110.4298
       4.439502,     0.04994881,              0,       308.1128,      -109.8075
       4.441455,     0.04988591,              0,       309.0139,      -109.7625
       4.443408,     0.04995462,              0,        314.171,      -108.8156
       4.445361,     0.04994351,              0,       317.7589,      -109.3163
       4.447314,     0.05008149,              0,       319.9243,      -111.2928
       4.449267,     0.04987966,              0,       313.7065,      -111.6615
       4.451221,     0.04985345,              0,       312.5291,      -109.3432
       4.453174,     0.04996281,              0,       318.4164,      -108.3749
       4.455127,     0.04992787,              0,       321.8364,      -108.7811
        4.45708,     0.05001358,              0,       323.8551,      -109.4091
       4.459033,      0.0499751,              0,       324.7059,      -109.2642
       4.460986,     0.04993373,              0,        327.875,      -109.5847
       4.462939,     0.04991018,              0,       329.9669,      -109.2604
       4.464892,      0.0500815,              0,       337.4771,        -110.28
       4.466846,     0.05003828,              0,       334.3112,      -111.7803
       4.468799,     0.04982344,              0,       328.9868,      -111.2584
       4.470742,      0.0498723,              0,       333.7626,      -109.3925
       4.472695,     0.04993239,              0,       340.0427,      -109.0569
       4.474648,      0.0500551,              0,       345.9736,      -109.6313
       4.476602,     0.04996552,              0,       343.4567,      -110.7803
       4.478574,     0.04997962,              0,       344.1246,      -110.7287
       4.480527,     0.04994078,              0,       345.4612,      -110.6926
       4.482481,     0.04994667,              0,       348.2947,      -110.7068
       4.484434,     0.04997129,              0,       350.6123,      -110.8124
       4.486387,     0.04992433,              0,        353.732,      -111.0514
        4.48834,     0.04999746,              0,       356.3577,      -111.4877
       4.490293,     0.04988242,              0,       355.8462,      -111.5825
       4.492246,     0.04995694,              0,       360.5692,      -111.4742
       4.494199,     0.04994439,              0,        360.544,      -111.5908
       4.496152,     0.04989927,              0,       361.7675,      -111.1053
       4.498106,      0.0499149,              0,        364.189,      -109.8092
       4.500059,     0.04998423,              0,       370.4717,      -110.1921
       4.502012,     0.05002898,              0,       372.5485,      -111.2138
       4.503965,     0.04994054,              0,       370.9227,      -112.0182
       4.505918,     0.04993365,              0,       369.3506,      -111.3565
       4.507871,     0.04988749,              0,       373.0351,      -110.5563
       4.509824,     0.04990681,              0,       378.9439,      -110.9531
       4.511777,     0.05006699,              0,       384.3271,      -111.6529
       4.513731,     0.04996345,              0,       381.5213,      -112.0674
       4.515684,     0.04987903,              0,       381.6649,      -111.5452
       4.517637,     0.04993331,              0,        387.099,      -110.9214
        4.51959,     0.04999297,              0,       392.9973,        -111.32
       4.521543,     0.05001752,              0,       396.3118,       -112.246
       4.523496,     0.04993771,              0,       394.2924,       -112.532
       4.525449,     0.04992628,              0,       395.0907,      -112.2356
       4.527402,     0.04998282,              0,       399.0868,      -111.7059
       4.529356,      0.0499046,              0,       400.2369,      -111.9452
       4.531309,     0.04999081,              0,       403.1334,      -111.8698
       4.533262,     0.04991813,              0,       402.6921,      -112.0196
       4.535205,     0.04993664,              0,       404.3036,      -111.4404
       4.537158,     0.04998661,              0,         409.73,      -111.1674
       4.539111,       0.050048,              0,       414.0847,      -112.1396
       4.541064,     0.04995408,              0,       414.3538,      -113.2489
       4.543017,     0.04999257,              0,       416.2941,      -113.8696
       4.544971,      0.0499777,              0,       417.3752,      -114.0884
       4.546924,      0.0499479,              0,        418.075,      -113.8988
       4.548877,     0.04988073,              0,       417.3293,      -112.5805
        4.55083,     0.04981407,              0,       418.2802,      -111.4221
       4.552783,     0.04998013,              0,       431.1756,      -111.2165
       4.554736,     0.05011079,              0,       437.0646,      -113.2031
       4.556709,     0.04995784,              0,       431.8264,      -114.1185
       4.558662,     0.04993915,              0,       434.5498,      -113.9277
       4.560615,     0.04999861,              0,       438.6945,      -114.4158
       4.562568,     0.04995213,              0,       440.0116,      -115.1911
       4.564521,     0.04986974,              0,       437.7401,       -114.346
       4.566474,     0.04989015,              0,       440.9833,      -113.1253
       4.568428,     0.05001622,              0,       450.3686,      -113.0611
       4.570381,     0.05011469,              0,       456.7452,       -114.556
       4.572334,     0.04994578,              0,       452.5811,      -116.1556
       4.574287,     0.04991714,              0,         451.42,      -115.3644
        4.57624,     0.04992128,              0,       453.4783,      -114.7831
       4.578193,     0.04986203,              0,       455.1426,       -114.189
       4.580146,     0.04992263,              0,        459.942,      -113.8356
       4.582099,     0.04997429,              0,       464.7357,      -113.9628
       4.584053,     0.05005521,              0,        467.107,      -114.6784
       4.586006,     0.04997926,              0,       466.9854,      -115.6758
       4.587959,      0.0498651,              0,       463.3867,      -115.0628
       4.589912,     0.04985813,              0,       466.4583,      -113.9394
       4.591865,     0.04994458,              0,       471.2224,      -113.2239
       4.593818,     0.04998505,              0,       475.5324,      -113.3086
       4.595771,      0.0500395,              0,       480.6646,      -114.0674
       4.597724,     0.05002594,              0,       482.5885,      -115.4233
       4.599678,     0.04989592,              0,       479.9995,      -115.7466
       4.601631,     0.04990895,              0,       482.5464,      -115.1855
       4.603574,     0.04994505,              0,       486.2024,       -114.658
       4.605527,     0.05001839,              0,       490.5953,      -115.0117
       4.607481,      0.0500555,              0,       495.6043,      -116.1833
       4.609434,     0.04990958,              0,        491.317,      -117.1103
       4.611387,     0.04985213,              0,       493.4097,      -116.4237
        4.61334,     0.04999727,              0,       499.1105,      -115.8183
       4.615293,     0.05001008,              0,        503.264,      -116.4528
       4.617246,     0.05001016,              0,       505.7244,       -117.345
       4.619199,     0.04993243,              0,       503.9233,      -117.3073
       4.621152,     0.04985913,              0,       504.1631,      -116.7084
       4.623106,     0.04989741,              0,       507.6364,      -115.9134
       4.625059,      0.0499825,              0,       514.2537,      -116.1024
       4.627012,     0.05001885,              0,       518.1294,      -116.7555
       4.628965,      0.0498948,              0,       517.5096,      -117.0367
       4.630918,     0.04993544,              0,       520.0576,      -116.4943
       4.632871,     0.04985762,              0,        522.364,      -116.2844
       4.634824,     0.04998607,              0,       533.4439,      -116.3783
       4.636777,     0.05006579,              0,       538.1939,      -117.5725
        4.63875,     0.04997246,              0,       533.8627,      -117.8102
       4.640703,     0.04992893,              0,       537.5957,      -117.9652
       4.642656,     0.04987317,              0,        540.063,      -117.6327
       4.644609,     0.04992107,              0,       544.7581,       -117.302
       4.646563,     0.05012292,              0,       553.5381,      -117.9999
       4.648516,     0.05010936,              0,       556.1196,      -119.4873
       4.650469,     0.05000862,              0,       552.3527,      -120.4588
       4.652422,     0.04982763,              0,       548.8447,      -120.3116
       4.654375,     0.04978476,              0,       551.8989,      -119.0495
       4.656328,     0.04992699,              0,       559.7115,      -117.9026
       4.658281,     0.05009347,              0,       567.6127,      -118.4278
       4.660234,     0.05029282,              0,       573.9658,      -120.7212
       4.662188,     0.05025605,              0,       570.5384,       -123.383
       4.664141,     0.04980228,              0,       559.8642,      -124.3423
       4.666094,     0.04935382,              0,       544.9203,      -120.8005
       4.668047,     0.04929661,              0,       549.8778,      -114.6265
           4.67,     0.05006799,              0,       583.2075,      -111.6445
       4.671953,     0.05122678,              0,       617.5073,      -117.2643
       4.673896,     0.05133702,              0,       617.4611,      -128.6466
       4.675849,     0.04988831,              0,       569.9102,      -136.2768
       4.677803,     0.04842095,              0,       497.7462,      -129.2386
       4.679756,     0.04799302,              0,       485.8365,      -107.6845
       4.681709,     0.04841191,              0,       564.6981,      -91.95374
       4.683662,     0.05256238,              0,       695.9594,      -99.60651
       4.685615,     0.05729876,              0,       778.2275,      -129.7365
       4.687568,     0.05367485,              0,       702.6285,      -175.6912
       4.689521,      0.0495889,              0,       551.0427,       140.3886
       4.691474,     0.04911238,              0,        428.137,       113.9206
       4.693428,     0.04941034,              0,       350.1405,       100.3812
       4.695186,     0.04953503,              0,       309.9972,       94.62064
       4.697334,     0.04966561,              0,       279.9756,       90.90693
       4.699287,     0.04978667,              0,       261.6128,       88.20561
        4.70124,     0.04981742,              0,       247.8155,       87.08523
       4.703193,     0.04983066,              0,       238.5082,       86.30341
       4.705146,     0.04983556,              0,       226.4692,       86.13109
       4.707099,     0.04983602,              0,       214.0918,       86.44496
       4.709053,     0.04984754,              0,       201.5992,       85.36411
       4.711006,      0.0498787,              0,       197.5852,       83.98238
       4.712959,     0.04990544,              0,       193.1631,       83.29691
       4.714912,     0.04990834,              0,       188.1342,       83.10258
       4.716885,     0.04989407,              0,       185.9871,       82.27875
       4.718838,     0.04991781,              0,       186.3732,        82.7396
       4.720791,     0.04989773,              0,       182.2496,       83.14838
       4.722734,     0.04982496,              0,        177.061,       83.22108
       4.724688,     0.04992322,              0,       170.5878,       82.78014
       4.726641,     0.04992604,              0,       165.8501,       82.62397
       4.728594,     0.04995922,              0,       164.5255,       81.49124
       4.730547,      0.0499289,              0,        165.857,       82.36134
         4.7325,     0.04991258,              0,       160.1524,       82.26372
       4.734453,      0.0499827,              0,       158.6774,       81.80575
       4.736406,     0.04993606,              0,       161.8053,       81.52647
       4.738359,       0.049953,              0,       158.1821,       82.52909
       4.740313,     0.04989079,              0,       153.6884,        82.4347
       4.742266,     0.04989449,              0,       153.3894,       81.59852
       4.744219,     0.04993974,              0,       150.4165,       81.59299
       4.746172,     0.04989836,              0,       149.2303,       81.81419
       4.748125,     0.05003914,              0,       149.2503,       81.11725
       4.750078,     0.04979401,              0,       147.4672,       83.38814
       4.752031,     0.04996703,              0,       136.9258,       83.13945
       4.753984,     0.04997273,              0,       138.5479,       80.89682
       4.755938,     0.05002293,              0,       142.7804,       80.84775
       4.757891,     0.04988583,              0,            146,        81.9402
       4.759844,      0.0498096,              0,       135.5208,       83.77209
       4.761797,     0.05003218,              0,       131.0703,       80.08347
        4.76375,     0.04991573,              0,       137.1335,       79.22067
       4.765703,     0.04995479,              0,       137.0627,       80.88136
       4.767656,     0.04993859,              0,        135.716,       82.11789
       4.769609,     0.04983801,              0,       130.3566,       82.73133
       4.771563,     0.05000065,              0,       125.0827,       80.59618
       4.773516,     0.05000659,              0,        131.831,       79.29368
       4.775469,     0.04988901,              0,       132.9359,       82.03969
       4.777422,     0.04983914,              0,        123.401,       83.76202
       4.779385,     0.04998164,              0,       117.4608,       80.64762
       4.781338,     0.05000059,              0,       123.6056,       79.74609
       4.783291,     0.04982802,              0,       124.7252,       83.02049
       4.785244,     0.04987982,              0,       117.7076,       82.83528
       4.787197,     0.04995365,              0,       114.2497,       82.00868
        4.78915,     0.04991669,              0,       117.5124,       80.91532
       4.791103,     0.04992782,              0,       115.7924,       81.32805
       4.793056,     0.05001829,              0,        109.492,       79.63878
        4.79501,     0.04997315,              0,       119.3877,       77.85677
       4.796963,     0.04979184,              0,        116.673,       84.27855
       4.798916,     0.04996622,              0,       104.5589,       80.82603
       4.800869,     0.05004774,              0,        113.375,       78.04588
       4.802822,     0.04986696,              0,       117.6864,       82.87088
       4.804775,       0.049776,              0,       104.5323,       85.00363
       4.806728,     0.05011348,              0,       103.9736,       76.72543
       4.808681,     0.04995226,              0,       116.0259,       79.57899
       4.810635,     0.04984685,              0,       111.7716,       82.96393
       4.812588,     0.05002118,              0,       104.0297,       81.68679
       4.814541,     0.04993196,              0,       107.0189,       79.75677
       4.816494,     0.04987808,              0,       107.6433,       81.54536
       4.818447,     0.04995241,              0,       102.7102,       81.87827
         4.8204,     0.04997543,              0,       103.8879,       79.68876
       4.822353,     0.04988686,              0,       107.4718,       80.57021
       4.824306,     0.04996134,              0,       106.9834,       81.41936
        4.82626,     0.04985092,              0,        105.371,       83.12287
       4.828213,      0.0500701,              0,       99.90045,       79.79545
       4.830166,     0.04981427,              0,       107.8715,       81.70272
       4.832119,     0.04993916,              0,       95.55821,       83.32026
       4.834082,     0.05000024,              0,       102.6724,       78.20753
       4.836035,     0.04992966,              0,       102.3202,       81.54411
       4.837988,     0.04987958,              0,       98.37041,       81.15366
       4.839942,     0.04993787,              0,       93.27226,        80.7976
       4.841895,     0.04994379,              0,       98.43658,       77.90923
       4.843848,     0.04987726,              0,       96.92937,       82.19389
       4.845801,     0.05004036,              0,       94.87319,       79.50383
       4.847754,       0.049908,              0,        97.6287,       81.25031
       4.849707,     0.04999363,              0,       94.58973,       81.59823
        4.85166,     0.04994562,              0,       94.77606,       80.08806
       4.853613,     0.04990079,              0,       95.10979,       80.96387
       4.855567,      0.0498336,              0,       92.46744,        81.1863
        4.85752,     0.04994573,              0,       92.97308,       80.93268
       4.859473,     0.04992912,              0,       92.50433,       79.19598
       4.861426,     0.04993213,              0,       92.58655,       81.11371
       4.863379,     0.04994229,              0,       85.48189,       83.35474
       4.865332,     0.05004163,              0,       91.65101,       76.88641
       4.867285,     0.04977303,              0,       93.96758,       83.58595
       4.869238,     0.05009127,              0,       82.59537,        79.8108
       4.871192,       0.049972,              0,       95.31937,       78.32381
       4.873145,     0.04989837,              0,       85.42709,       83.82507
       4.875098,     0.05007207,              0,       89.26505,       76.69348
       4.877051,     0.04984308,              0,       91.14987,       81.33501
       4.879004,     0.04995949,              0,        82.7485,        82.0029
       4.880957,     0.05000681,              0,       88.59179,       77.59301
        4.88291,     0.04979694,              0,        87.2451,        84.8457
       4.884863,      0.0499746,              0,       80.23397,       79.78503
       4.886817,      0.0500412,              0,       86.36822,       79.25639
        4.88877,     0.04985636,              0,       83.98047,       83.13474
       4.890723,     0.05006636,              0,       80.59978,       79.08421
       4.892685,     0.04988743,              0,       87.80733,       80.84955
       4.894639,     0.04987296,              0,       78.76816,       82.57076
       4.896592,     0.04998071,              0,       82.06868,       78.24294
       4.898545,     0.04989973,              0,       82.81203,       81.48058
       4.900498,     0.04999033,              0,        78.1299,       80.56858
       4.902451,     0.04992303,              0,       82.91068,       78.46329
       4.904404,     0.04991806,              0,       79.01903,       81.70941
       4.906357,     0.05003506,              0,        80.7812,       77.97744
        4.90831,     0.04986973,              0,       81.97162,       82.99323
       4.910264,     0.05001681,              0,       76.58595,        79.1212
       4.912217,     0.04985045,              0,       84.44868,       80.88201
        4.91417,     0.04990167,              0,       74.40073,       83.11435
       4.916123,     0.04991836,              0,       79.28455,        77.5409
       4.918076,     0.04985959,              0,       78.45615,       83.58247
       4.920029,     0.04997266,              0,       76.00557,         78.733
       4.921982,     0.04994728,              0,       77.77283,       81.85882
       4.923935,     0.04991956,              0,       75.32373,       81.12962
       4.925889,     0.04990424,              0,       78.02714,       81.17764
       4.927842,     0.05005074,              0,       73.80418,       80.18155
       4.929795,     0.04982051,              0,       79.34637,       81.70403
       4.931748,      0.0501026,              0,       70.77887,       81.32843
       4.933701,     0.04982969,              0,       81.27937,       80.62479
       4.935654,     0.04998848,              0,        68.0798,       83.31751
       4.937607,     0.04984337,              0,       77.02121,       79.80878
        4.93956,     0.04993572,              0,       71.34576,       83.01717
       4.941514,     0.04997181,              0,        74.1469,       77.30289
       4.943467,      0.0499192,              0,       72.03815,       83.92103
        4.94542,     0.05005622,              0,       70.03817,       77.78435
